cod_curso;cod_ies;cod_municipio;cod_area;area;modalidade;conceito_enade_faixa;conceito_enade_continuo;conceito_enade_ano;inscritos;participantes;conceito_curso_faixa;conceito_curso_continuo;conceito_curso_ano
6805;296;4301602;3502;Educação Física (Licenciatura);Presencial;3;2.64150;2017;25;23;3;2.66410;2017
6806;296;4301602;17;Agronomia;Presencial;3;2.59980;2016;11;10;3;2.40270;2016
6807;296;4301602;5;Medicina Veterinária;Presencial;2;1.74780;2016;49;48;3;2.26970;2016
6808;296;4301602;1;Administração;Presencial;4;3.50526;2018;13;11;4;3.77397;2018
6809;296;4301602;22;Ciências Contábeis;Presencial;4;2.95247;2018;18;17;4;3.16578;2018
6811;296;4301602;2;Direito;Presencial;3;2.20206;2018;136;125;3;2.77968;2018
6816;296;4301602;21;Arquitetura E Urbanismo;Presencial;2;1.55120;2017;26;25;2;1.68080;2017
6817;296;4301602;36;Fisioterapia;Presencial;2;1.77730;2016;27;27;2;1.86260;2016
6818;296;4301602;1602;Ciências Biológicas (Licenciatura);Presencial;2;1.81450;2017;11;11;3;2.17000;2017
6820;296;4318309;1;Administração;Presencial;3;2.74643;2018;18;15;3;2.78167;2018
6831;296;4318309;22;Ciências Contábeis;Presencial;2;1.30143;2018;3;3;3;2.30678;2018
6837;296;4317103;22;Ciências Contábeis;Presencial;3;2.73373;2018;8;7;4;3.42066;2018
6839;296;4317103;1;Administração;Presencial;2;1.38515;2018;24;19;3;2.37619;2018
6842;296;4317103;2;Direito;Presencial;2;1.36449;2018;96;85;3;2.22917;2018
6843;296;4317103;5710;Engenharia Civil;Presencial;2;1.25260;2017;27;25;2;1.61220;2017
6845;296;4317103;1602;Ciências Biológicas (Licenciatura);Presencial;3;2.02780;2017;16;16;2;1.77880;2017
6847;296;4301602;4006;Sistemas De Informação;Presencial;2;1.09750;2017;32;31;3;2.07240;2017
6848;296;4301602;23;Enfermagem;Presencial;3;2.93800;2016;12;12;4;3.06960;2016
6850;296;4318309;2;Direito;Presencial;3;2.56798;2018;54;47;4;3.31677;2018
6854;296;4317103;906;Letras-Português E Espanhol (Licenciatura);Presencial;2;1.23930;2017;2;2;2;1.04550;2017
6859;296;4318309;3502;Educação Física (Licenciatura);Presencial;2;1.88710;2017;25;22;3;2.11110;2017
8518;296;4300406;1;Administração;Presencial;3;2.23068;2018;17;17;3;2.73166;2018
18510;296;4300406;22;Ciências Contábeis;Presencial;2;1.65798;2018;19;19;3;2.48738;2018
18511;296;4300406;3502;Educação Física (Licenciatura);Presencial;3;2.35890;2017;13;11;2;1.90150;2017
18513;296;4300406;2;Direito;Presencial;2;1.63010;2018;96;91;3;2.81058;2018
18514;296;4300406;5;Medicina Veterinária;Presencial;2;1.17600;2016;34;33;2;1.58160;2016
19283;296;4300406;1602;Ciências Biológicas (Licenciatura);Presencial;2;1.50420;2017;15;14;3;2.23080;2017
19288;296;4301602;28;Nutrição;Presencial;3;2.49180;2016;5;5;3;2.92930;2016
23361;296;4301602;18;Psicologia;Presencial;2;1.40930;2018;16;16;3;2.05474;2018
24280;296;4301602;803;Comunicação Social - Jornalismo;Presencial;2;1.81606;2018;18;18;3;2.58721;2018
43088;296;4301602;19;Farmácia;Presencial;3;2.36220;2016;13;13;3;2.78520;2016
150059;296;4301602;5710;Engenharia Civil;Presencial;2;1.45630;2017;24;22;2;1.78270;2017
318511;296;4300406;3501;Educação Física (Bacharelado);Presencial;2;1.56990;2016;20;18;3;2.10100;2016
6980;298;4113700;3502;Educação Física (Licenciatura);Presencial;4;3.06670;2017;32;26;4;3.03150;2017
6981;298;4113700;27;Fonoaudiologia;Presencial;2;1.28350;2016;14;14;3;2.22500;2016
6987;298;4101507;1;Administração;Presencial;3;2.10381;2018;38;36;3;2.47583;2018
6993;298;4101507;3502;Educação Física (Licenciatura);Presencial;3;2.68680;2017;54;46;3;2.79670;2017
6994;298;4113700;1;Administração;Presencial;3;2.52389;2018;103;94;3;2.50742;2018
6997;298;4113700;22;Ciências Contábeis;Presencial;3;1.97832;2018;36;32;3;2.48477;2018
18127;298;4101507;5;Medicina Veterinária;Presencial;4;3.05530;2016;27;25;4;3.57200;2016
19222;298;4101507;804;Comunicação Social - Publicidade E Propaganda;Presencial;4;3.15544;2018;10;9;3;2.82058;2018
19223;298;4101507;23;Enfermagem;Presencial;3;2.35350;2016;4;4;3;2.47010;2016
19224;298;4101507;2;Direito;Presencial;2;1.91625;2018;122;116;3;2.32492;2018
19225;298;4101507;2001;Pedagogia (Licenciatura);Presencial;4;3.35180;2017;14;14;4;3.30860;2017
19227;298;4113700;36;Fisioterapia;Presencial;4;3.09880;2016;55;53;3;2.65860;2016
19231;298;4113700;2;Direito;Presencial;3;2.07436;2018;176;159;3;2.48185;2018
19234;298;4113700;2001;Pedagogia (Licenciatura);Presencial;4;3.38170;2017;48;48;4;3.09550;2017
19586;298;4113700;23;Enfermagem;Presencial;3;2.88100;2016;35;34;3;2.52730;2016
19587;298;4113700;28;Nutrição;Presencial;3;2.74610;2016;41;37;3;2.45450;2016
23368;298;4113700;26;Design;Presencial;4;3.11309;2018;6;4;3;2.40224;2018
29957;298;4113700;26;Design;Presencial;3;2.87477;2018;16;16;4;3.31357;2018
38083;298;4101507;19;Farmácia;Presencial;4;3.83240;2016;6;6;4;3.61590;2016
38787;298;4113700;6;Odontologia;Presencial;2;1.58500;2016;79;77;3;2.38230;2016
38800;298;4113700;5806;Engenharia Elétrica;Presencial;3;2.34320;2017;44;39;4;2.96630;2017
38809;298;4113700;4003;Engenharia Da Computação;Presencial;3;2.08600;2017;20;17;3;2.46960;2017
39029;298;4113700;803;Comunicação Social - Jornalismo;Presencial;2;1.51304;2018;28;22;3;2.05420;2018
39262;298;4101507;1502;Química (Licenciatura);Presencial;3;2.83100;2017;2;2;4;3.04570;2017
42143;298;4101507;1501;Química (Bacharelado);Presencial;3;2.59150;2017;3;2;5;4.00960;2017
55454;298;4113700;804;Comunicação Social - Publicidade E Propaganda;Presencial;3;2.31448;2018;65;41;3;2.54840;2018
57532;298;4102406;1;Administração;Presencial;3;2.49874;2018;23;21;3;2.78496;2018
73245;298;4102406;2;Direito;Presencial;3;2.19340;2018;64;62;3;2.68250;2018
89379;298;4113700;904;Letras-Português (Licenciatura);A Distância;3;2.10550;2017;28;19;3;2.49150;2017
89380;298;4113700;2001;Pedagogia (Licenciatura);A Distância;2;1.58920;2017;9787;9070;3;2.64960;2017
89415;298;4113700;1502;Química (Licenciatura);Presencial;-1;-1.00000;2017;2;1;-1;-1.00000;2017
89416;298;4113700;1501;Química (Bacharelado);Presencial;3;2.02080;2017;8;8;3;2.47840;2017
89474;298;4101507;3501;Educação Física (Bacharelado);Presencial;2;1.81930;2016;67;60;4;3.00420;2016
89476;298;4113700;3501;Educação Física (Bacharelado);Presencial;3;2.52670;2016;112;103;3;2.88870;2016
92699;298;4113700;19;Farmácia;Presencial;2;1.13100;2016;11;11;2;1.89810;2016
97980;298;4113700;1;Administração;A Distância;2;1.70526;2018;7897;7132;3;2.36987;2018
97982;298;4113700;22;Ciências Contábeis;A Distância;2;1.32455;2018;4584;4138;3;2.18788;2018
97986;298;4113700;2402;História (Licenciatura);A Distância;3;2.17020;2017;182;138;3;2.75840;2017
97990;298;4113700;38;Serviço Social;A Distância;2;1.28910;2016;6511;5863;3;2.36951;2018
111094;298;4113700;92;Tecnologia Em Gestão Ambiental;A Distância;3;2.28700;2016;219;181;3;2.66310;2016
1106919;298;4113700;18;Psicologia;Presencial;2;1.53621;2018;95;90;3;2.48456;2018
1107815;298;4113700;55;Biomedicina;Presencial;3;2.77690;2016;25;25;4;3.17370;2016
1114746;298;4113700;92;Tecnologia Em Gestão Ambiental;Presencial;-1;-1.00000;2016;2;0;-1;-1.00000;2016
1144887;298;4113700;17;Agronomia;Presencial;3;2.51440;2016;78;77;4;3.02280;2016
1150518;298;4113700;5;Medicina Veterinária;Presencial;2;1.21930;2016;16;16;2;1.56030;2016
1183693;298;4113700;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;2;1.45837;2018;4;3;2;1.78790;2018
1183694;298;4113700;93;Tecnologia Em Gestão Comercial;Presencial;4;3.93761;2018;13;10;4;3.04876;2018
1190061;298;4113700;1602;Ciências Biológicas (Licenciatura);A Distância;2;1.71860;2017;132;108;3;2.45040;2017
1190156;298;4113700;3002;Geografia (Licenciatura);A Distância;3;1.95230;2017;110;88;3;2.56250;2017
1190158;298;4113700;94;Tecnologia Em Logística;A Distância;2;1.74710;2018;287;243;3;2.22389;2018
1190159;298;4113700;702;Matemática (Licenciatura);A Distância;2;1.50950;2017;179;135;3;2.52970;2017
1190185;298;4113700;21;Arquitetura E Urbanismo;Presencial;3;2.00700;2017;34;30;4;3.21680;2017
1190186;298;4101507;22;Ciências Contábeis;Presencial;1;0.85891;2018;23;23;2;1.80312;2018
1190187;298;4113700;5710;Engenharia Civil;Presencial;3;2.19530;2017;40;40;3;2.92500;2017
1266926;298;4113700;2501;Artes Visuais (Licenciatura);A Distância;2;1.33890;2017;114;91;3;2.17880;2017
1267982;298;4113700;13;Ciências Econômicas;A Distância;4;3.03708;2018;14;14;3;2.68114;2018
1268023;298;4113700;3502;Educação Física (Licenciatura);A Distância;2;1.27970;2017;2306;1778;3;2.45480;2017
7025;299;4112108;2001;Pedagogia (Licenciatura);Presencial;2;1.39000;2017;40;40;3;2.22900;2017
18205;299;4112108;22;Ciências Contábeis;Presencial;3;2.19892;2018;10;10;3;2.47913;2018
19603;299;4112108;1;Administração;Presencial;1;0.90822;2018;9;9;2;1.52294;2018
23372;299;4112108;1602;Ciências Biológicas (Licenciatura);Presencial;4;3.10500;2017;4;4;4;3.15480;2017
99788;299;4112108;18;Psicologia;Presencial;3;2.19435;2018;22;22;3;2.87146;2018
7055;302;3122306;1;Administração;Presencial;4;3.11518;2018;17;17;4;3.01840;2018
7056;302;3122306;22;Ciências Contábeis;Presencial;4;3.18800;2018;27;27;4;3.12932;2018
81052;302;3122306;18;Psicologia;Presencial;2;1.92989;2018;30;28;3;2.38885;2018
86410;302;3122306;2;Direito;Presencial;4;3.16057;2018;22;22;4;3.17370;2018
7105;307;3105608;12;Medicina;Presencial;3;2.50170;2016;85;85;3;2.56710;2016
7119;308;3105608;22;Ciências Contábeis;Presencial;5;4.50318;2018;29;28;4;3.36345;2018
7120;308;3105608;1;Administração;Presencial;4;2.98854;2018;52;52;3;2.79486;2018
7123;308;3105608;2;Direito;Presencial;2;1.91945;2018;34;31;3;1.98886;2018
20818;308;3105608;4004;Ciência Da Computação (Bacharelado);Presencial;2;1.23500;2017;32;27;3;2.03780;2017
20821;308;3105608;36;Fisioterapia;Presencial;3;2.78330;2016;49;49;3;2.53860;2016
20822;308;3105608;28;Nutrição;Presencial;2;1.88800;2016;31;30;3;2.27410;2016
51244;308;3105608;19;Farmácia;Presencial;2;1.92240;2016;45;41;3;2.40700;2016
51336;308;3136702;36;Fisioterapia;Presencial;3;2.16900;2016;17;6;3;2.31760;2016
51339;308;3136702;5;Medicina Veterinária;Presencial;3;2.49310;2016;47;45;3;2.07950;2016
51352;308;3136702;19;Farmácia;Presencial;4;3.18650;2016;32;29;3;2.76820;2016
59344;308;3105608;23;Enfermagem;Presencial;3;2.86950;2016;44;41;3;2.59210;2016
59354;308;3105608;18;Psicologia;Presencial;3;2.12108;2018;79;75;3;2.38142;2018
59392;308;3136702;28;Nutrição;Presencial;3;2.01660;2016;38;35;3;1.96560;2016
59421;308;3136702;1;Administração;Presencial;2;1.64295;2018;13;7;2;1.28868;2018
64455;308;3105608;3501;Educação Física (Bacharelado);Presencial;3;1.98790;2016;24;21;3;2.47360;2016
65924;308;3136702;12;Medicina;Presencial;1;0.43750;2016;101;97;2;1.23500;2016
69144;308;3136702;2;Direito;Presencial;2;1.93636;2018;62;50;3;2.00573;2018
71423;308;3136702;55;Biomedicina;Presencial;2;1.56800;2016;20;16;2;1.84050;2016
71454;308;3105608;92;Tecnologia Em Gestão Ambiental;Presencial;2;1.19680;2016;21;17;2;1.87290;2016
87464;308;3105608;2001;Pedagogia (Licenciatura);Presencial;3;2.77290;2017;22;21;3;2.84610;2017
7142;316;3550308;4004;Ciência Da Computação (Bacharelado);Presencial;2;1.33350;2017;37;34;4;3.03520;2017
7145;316;3550308;22;Ciências Contábeis;Presencial;3;2.58479;2018;120;113;4;3.32298;2018
18625;316;3550308;5710;Engenharia Civil;Presencial;1;0.86900;2017;279;264;3;2.61000;2017
18626;316;3550308;6208;Engenharia De Produção;Presencial;3;2.06540;2017;32;22;4;3.02610;2017
19197;316;3550308;23;Enfermagem;Presencial;3;2.15180;2016;141;121;3;2.86010;2016
19200;316;3550308;36;Fisioterapia;Presencial;4;3.00120;2016;39;36;4;3.26170;2016
20018;316;3550308;2;Direito;Presencial;2;1.62639;2018;359;348;4;3.05000;2018
21344;316;3550308;19;Farmácia;Presencial;3;2.55370;2016;43;43;4;3.06050;2016
24778;316;3550308;803;Comunicação Social - Jornalismo;Presencial;2;1.06238;2018;25;24;3;2.58775;2018
33512;316;3550308;804;Comunicação Social - Publicidade E Propaganda;Presencial;3;2.33062;2018;55;54;4;2.98072;2018
40657;316;3550308;1;Administração;Presencial;3;2.13171;2018;197;184;4;3.18984;2018
66232;316;3550308;1;Administração;Presencial;3;2.34579;2018;364;330;4;3.32300;2018
66239;316;3550308;29;Turismo;Presencial;2;1.72517;2018;87;83;3;2.74409;2018
66254;316;3550308;21;Arquitetura E Urbanismo;Presencial;2;1.59740;2017;368;355;4;3.11850;2017
66256;316;3550308;28;Nutrição;Presencial;3;2.34640;2016;68;57;4;2.95600;2016
66261;316;3550308;702;Matemática (Licenciatura);Presencial;2;1.83160;2017;66;62;3;2.68090;2017
66267;316;3550308;904;Letras-Português (Licenciatura);Presencial;2;1.79070;2017;73;62;3;2.79920;2017
66268;316;3550308;22;Ciências Contábeis;Presencial;3;2.56223;2018;264;237;4;3.31354;2018
66270;316;3550308;36;Fisioterapia;Presencial;4;2.97950;2016;38;35;4;3.24290;2016
66272;316;3550308;4004;Ciência Da Computação (Bacharelado);Presencial;2;1.24160;2017;141;85;3;2.68520;2017
66275;316;3550308;19;Farmácia;Presencial;3;2.80490;2016;62;61;4;3.24450;2016
66277;316;3550308;13;Ciências Econômicas;Presencial;2;1.50720;2018;62;60;4;3.09579;2018
66282;316;3550308;2402;História (Licenciatura);Presencial;3;2.48020;2017;79;70;4;3.20090;2017
66283;316;3550308;803;Comunicação Social - Jornalismo;Presencial;2;1.44422;2018;133;125;3;2.82677;2018
66284;316;3550308;5710;Engenharia Civil;Presencial;2;0.96660;2017;507;485;3;2.60930;2017
66287;316;3550308;804;Comunicação Social - Publicidade E Propaganda;Presencial;2;1.63932;2018;217;200;3;2.77969;2018
66288;316;3550308;23;Enfermagem;Presencial;3;2.15200;2016;224;201;3;2.84520;2016
66290;316;3550308;2;Direito;Presencial;2;1.89670;2018;520;507;4;3.12517;2018
69500;316;3550308;102;Tecnologia Em Comércio Exterior;Presencial;4;3.08748;2018;30;25;4;3.33587;2018
69502;316;3550308;102;Tecnologia Em Comércio Exterior;Presencial;3;2.29551;2018;54;50;4;3.13871;2018
69504;316;3550308;84;Tecnologia Em Marketing;Presencial;3;2.55412;2018;37;35;4;3.04396;2018
69506;316;3550308;84;Tecnologia Em Marketing;Presencial;3;2.06569;2018;78;73;4;2.95566;2018
72189;316;3550308;1;Administração;Presencial;3;2.23498;2018;161;140;4;3.18014;2018
72193;316;3550308;22;Ciências Contábeis;Presencial;3;2.59907;2018;110;94;4;3.34553;2018
72197;316;3550308;2;Direito;Presencial;2;1.86314;2018;306;294;4;3.11710;2018
72206;316;3550308;87;Tecnologia Em Gestão Financeira;Presencial;3;2.91299;2018;14;14;4;3.37486;2018
72208;316;3550308;84;Tecnologia Em Marketing;Presencial;3;2.29185;2018;30;29;4;3.08063;2018
72235;316;3550308;102;Tecnologia Em Comércio Exterior;Presencial;4;3.80799;2018;10;10;4;3.66902;2018
72319;316;3550308;23;Enfermagem;Presencial;3;2.10940;2016;252;211;3;2.86760;2016
72321;316;3550308;19;Farmácia;Presencial;4;2.96280;2016;58;58;4;3.33770;2016
72324;316;3550308;36;Fisioterapia;Presencial;4;3.69760;2016;32;32;4;3.45310;2016
72329;316;3550308;28;Nutrição;Presencial;3;2.93940;2016;56;45;4;3.34230;2016
72331;316;3550308;4004;Ciência Da Computação (Bacharelado);Presencial;2;1.15670;2017;65;59;3;2.69480;2017
72334;316;3550308;803;Comunicação Social - Jornalismo;Presencial;2;1.39212;2018;10;10;3;2.81207;2018
72336;316;3550308;804;Comunicação Social - Publicidade E Propaganda;Presencial;3;2.48317;2018;48;46;4;3.16058;2018
72377;316;3550308;3502;Educação Física (Licenciatura);Presencial;3;2.27020;2017;226;200;4;3.09490;2017
72379;316;3550308;3501;Educação Física (Bacharelado);Presencial;3;2.68790;2016;164;151;4;3.15460;2016
72627;316;3550308;1601;Ciências Biológicas (Bacharelado);Presencial;3;2.00170;2017;36;32;4;3.27870;2017
82222;316;3550308;6208;Engenharia De Produção;Presencial;3;1.94540;2017;36;29;4;2.95030;2017
82224;316;3550308;12;Medicina;Presencial;3;2.94020;2016;102;101;4;3.80410;2016
82227;316;3550308;6;Odontologia;Presencial;3;2.91030;2016;213;206;4;3.43120;2016
92625;316;3550308;55;Biomedicina;Presencial;4;2.94750;2016;40;38;4;3.18560;2016
92632;316;3550308;94;Tecnologia Em Logística;Presencial;2;1.57604;2018;57;51;3;2.86565;2018
101804;316;3550308;55;Biomedicina;Presencial;3;2.36580;2016;51;49;3;2.83610;2016
101806;316;3550308;55;Biomedicina;Presencial;3;1.95510;2016;7;7;3;2.38020;2016
102173;316;3550308;18;Psicologia;Presencial;2;1.63628;2018;384;356;3;2.49776;2018
102174;316;3550308;5806;Engenharia Elétrica;Presencial;2;1.21900;2017;253;250;3;2.66810;2017
102176;316;3550308;2001;Pedagogia (Licenciatura);Presencial;3;2.29970;2017;291;274;3;2.88430;2017
102198;316;3550308;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;2;1.35720;2017;24;17;3;2.43320;2017
102202;316;3550308;93;Tecnologia Em Gestão Comercial;Presencial;3;1.94644;2018;63;61;3;2.72321;2018
102204;316;3550308;87;Tecnologia Em Gestão Financeira;Presencial;2;1.85870;2018;39;37;3;2.87954;2018
102208;316;3550308;69;Tecnologia Em Radiologia;Presencial;3;2.07510;2016;83;70;3;2.82200;2016
102210;316;3550308;79;Tecnologia Em Redes De Computadores;Presencial;3;2.07930;2017;42;38;4;3.31120;2017
103257;316;3550308;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;2;1.05600;2017;85;54;3;2.58450;2017
103259;316;3550308;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;3;2.47830;2017;28;15;4;3.11240;2017
103280;316;3550308;69;Tecnologia Em Radiologia;Presencial;2;1.28290;2016;7;7;4;3.04020;2016
103282;316;3550308;79;Tecnologia Em Redes De Computadores;Presencial;3;2.36000;2017;11;8;4;3.82290;2017
103284;316;3550308;79;Tecnologia Em Redes De Computadores;Presencial;3;2.31530;2017;17;12;4;3.05890;2017
105158;316;3550308;3502;Educação Física (Licenciatura);Presencial;3;2.37590;2017;246;206;4;3.13830;2017
107370;316;3550308;93;Tecnologia Em Gestão Comercial;Presencial;3;2.32982;2018;29;29;3;2.67252;2018
107372;316;3550308;93;Tecnologia Em Gestão Comercial;Presencial;3;2.42081;2018;30;29;3;2.82912;2018
107376;316;3550308;94;Tecnologia Em Logística;Presencial;2;1.92938;2018;75;67;4;3.21754;2018
107378;316;3550308;94;Tecnologia Em Logística;Presencial;3;2.45932;2018;16;14;4;3.06005;2018
107380;316;3550308;2001;Pedagogia (Licenciatura);Presencial;3;2.21600;2017;65;59;3;2.92330;2017
107383;316;3550308;2001;Pedagogia (Licenciatura);Presencial;3;2.29470;2017;174;167;3;2.87070;2017
107388;316;3550308;87;Tecnologia Em Gestão Financeira;Presencial;3;2.37627;2018;110;107;4;3.01496;2018
111968;316;3550308;1;Administração;Presencial;3;2.14370;2018;457;428;4;3.20681;2018
111978;316;3550308;55;Biomedicina;Presencial;3;2.82970;2016;7;6;4;3.44320;2016
111980;316;3550308;4004;Ciência Da Computação (Bacharelado);Presencial;1;0.78310;2017;91;75;3;2.86590;2017
111984;316;3550308;22;Ciências Contábeis;Presencial;3;2.40749;2018;253;231;4;3.12968;2018
111992;316;3550308;803;Comunicação Social - Jornalismo;Presencial;3;2.50819;2018;10;10;4;3.12443;2018
111998;316;3550308;804;Comunicação Social - Publicidade E Propaganda;Presencial;2;1.64226;2018;134;128;3;2.83323;2018
112000;316;3550308;2;Direito;Presencial;2;1.63702;2018;314;298;4;3.20433;2018
112002;316;3550308;23;Enfermagem;Presencial;2;1.94210;2016;113;89;3;2.80940;2016
112004;316;3550308;5710;Engenharia Civil;Presencial;2;1.04740;2017;367;361;3;2.79020;2017
112008;316;3550308;5806;Engenharia Elétrica;Presencial;1;0.84610;2017;78;75;3;2.50590;2017
112014;316;3550308;6208;Engenharia De Produção;Presencial;3;2.15510;2017;8;7;3;2.67080;2017
112022;316;3550308;36;Fisioterapia;Presencial;4;3.12210;2016;27;26;4;3.35720;2016
112026;316;3550308;79;Tecnologia Em Redes De Computadores;Presencial;3;2.28000;2017;39;35;4;3.56900;2017
112031;316;3550308;69;Tecnologia Em Radiologia;Presencial;3;2.75530;2016;7;7;3;2.82840;2016
112038;316;3550308;94;Tecnologia Em Logística;Presencial;2;1.91186;2018;83;74;4;3.03425;2018
112042;316;3550308;84;Tecnologia Em Marketing;Presencial;2;1.92369;2018;76;75;4;3.03380;2018
112046;316;3550308;87;Tecnologia Em Gestão Financeira;Presencial;3;2.56963;2018;83;82;4;3.15761;2018
112048;316;3550308;904;Letras-Português (Licenciatura);Presencial;5;4.20980;2017;6;6;5;4.16370;2017
112050;316;3550308;93;Tecnologia Em Gestão Comercial;Presencial;3;2.00121;2018;45;44;3;2.58689;2018
112052;316;3550308;2001;Pedagogia (Licenciatura);Presencial;3;2.14430;2017;337;308;3;2.91200;2017
112056;316;3550308;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;2;1.09820;2017;79;52;3;2.81760;2017
112058;316;3550308;38;Serviço Social;Presencial;2;1.86860;2018;121;101;3;2.83361;2018
112340;316;3550308;19;Farmácia;Presencial;3;2.45350;2016;83;81;4;3.07850;2016
112522;316;3550308;87;Tecnologia Em Gestão Financeira;A Distância;3;2.00348;2018;106;94;3;2.66102;2018
